タイムスタンプ,02　新規登録ですか、修正依頼ですか,店舗名,04-1　店舗住所・区名＜公開＞,04-2　店舗住所・区以降＜公開＞,04-3　店舗住所・建物名称など＜公開＞,4_4_lat,4_4_long,04-4　【任意】店舗の正確な位置（緯度・経度）が分かる方は入力をお願いします＜公開＞,05　店舗の電話番号（ハイフンなし）＜公開＞,06　最寄り駅＜公開＞,07　提供の条件（提供時間・曜日）＜公開＞,定休日,09　店舗　ウェブサイトURL＜公開＞,10　店舗　SNS＜公開＞,ジャンル,12　テイクアウト（持ち帰り）はできますか＜公開＞,13-1　デリバリー（宅配・出前）はできますか＜公開＞,13-2　デリバリー（宅配・出前）の配達・配送料＜公開＞,14　店舗からのメッセージ＜公開＞,15-1a　【メニュー１】メニュー名＜公開＞,15-1b　【メニュー１】税込価格＜公開＞,15-2a　【メニュー２】メニュー名＜公開＞,15-2b　【メニュー２】税込価格＜公開＞,15-3a　【メニュー３】メニュー名＜公開＞,15-3b　【メニュー３】税込価格＜公開＞,15-4　【メニュー4以降】メニュー名、税込価格＜公開＞,店舗ID,変更フラグ
4/27/2020 13:01:47,新規登録,Cafe みtsuりんご,南区,井土ケ谷下町28-13,杉山アパート１F,35.433777,139.60649,"35.433777,139.606490",453153553,井土ヶ谷駅,テイクアウト11:30～17:30受付、デリバリー5月中頃導入予定。,木曜日,https://mitsuringo.business.site,https://www.youtube.com/channel/uc8-ndmuxablr5w5ok1qq4eq,洋食,はい,いいえ,,都内一流レストランにて修行したオーナー自ら手掛けるパスタは、一級品。26歳という若さで、累計７万食パスタを作ってきた実績があります。テイクアウトでは、おうちで手軽にパスタが食べれるように調理済みのソースからお持ち帰り可能。ご来店お待ちしております。,キノコクリームパスタ,1000,ワタリガニのトマトパスタ,1200,ししゃもコンフィのオイルパスタ,950,海老とブロッコリーのオイルパスタ1100、自家製?フェットチーネ220、自家製トマトソース250、ブロッコリーソース350、コーヒー豆100ｇ800、ラズベリーバター870、ゆずバター870,219,
5/7/2020 16:43:10,新規登録,蕎麦ダイニングたかくら,金沢区,六浦2-2-15,,35.328159,139.6154987,"35.328159,139.6154987",453538899,金沢八景,火～日　11:30～14:30　／　17:00～20:00,月曜日,http://yokohama-takakura.com/index.html,https://www.instagram.com/soba_dining_takakura/  ,そば・うどん,はい,いいえ,,"絶品のお蕎麦をはじめ、タカクラ特製のお弁当や、丼物などをテイクアウトできるようになりました！お店の味をご自宅でも楽しんでいただけます！
ご注文いただいてからお作りしますので、出来立てをお持ち帰りいただけます！
ウィルス対策も万全ですので、よろしければお立ち寄りください＾＾
スタッフ一同、心よりお待ちしております＾＾",お蕎麦２人前,1739,冷やしたぬき蕎麦,956,鶏天丼,946,,532,
5/13/2020 12:16:33,新規登録,宮古寿司,栄区,上郷町1369-4,,35.3503229,139.5806289,"35.3503229, 139.5806289",458942929,港南台,"月曜～金曜	11:00～17:00　(L,O16：30)
土曜、日曜	11:00～21:30　(L,O21:00)",定休日なし,http://miyakosushi.main.jp/about.html,https://www.instagram.com/miyakozushi_sakae/,和食,はい,はい,無料,コロナに負けずに皆様で頑張りましょう！！,特上寿司,3020,上寿司,2260,特選寿司,3780,,633,
4/24/2020 17:59:26,新規登録,タイ料理トムヤムくん,栄区,小菅ヶ谷1-1-1,市営本郷台住宅1階,35.3671592,139.5464574,"35.3671592,139.5464574",454107941,本郷台駅,11:30?15:00（L.O.14:30）、17:30?20:00（L.O.19:30）事前電話注文可,月曜日,https://tabelog.com/kanagawa/A1401/A140309/14072311/,https://m.facebook.com/pg/タイ料理-トムヤムくん-1879618255673607/posts/,タイ料理、エスニック,はい,いいえ,,殆どの店内メニューをテイクアウト可能です。事前にお電話でオーダーしてから取りに来て頂くことも可能です。,,,,,,,,141,
5/1/2020 17:28:00,新規登録,横浜みなみ生活クラブ生協　港南センター,港南区,港南台7-52-4,,35.375825,139.5893235,"35.3758250,139.5893235",120371902,洋光台駅,生協の宅配です。ご加入の手続きをし組合員になると、一週間に一回、決まった曜日・時間に配達されます。,"土曜日, 日曜日",https://kanagawa.seikatsuclub.coop/,,食材から生活雑貨まで取り揃えています,いいえ,はい,出資金1000円/月・その他、必要経費についてはお住まいの区やお子様の年齢等で違いがあります。詳細はお問合せください。,生活クラブ生協は、安心安全を最優先にした宅配生協です。調味料はじめ、ほとんどの食材がオリジナル。厳選された品物をご自宅で手軽にお買い物できます。,①生鮮食品,,②青果類,,③冷凍食品,,"④日配品⑤調味料⑥生活雑貨等
食材から生活雑貨までご注文いただけるため、実際の価格はWebカタログをご覧ください。https://shop.seikatsuclub.coop/eclub_top.html",346,
5/5/2020 15:35:54,update,MAHALO cafe,磯子区,洋光台3-13-9,,35.37947,139.595171,"35.379470, 139.595171",,洋光台駅,朝10時?夜6時まで受付,定休日なし,https://r.gnavi.co.jp/ajc1mcew0000/,,ハワイアン、アメリカン料理,はい,いいえ,,ナチュラルな食材を使用した手作りのハワイアン料理,牛100%ロコモコ,1026,モチコチキンプレート,972,MAHALOプレート,1458,"ローストビーフ丼　1026円
アヒポキ丼　1026円
チキンオーバーライス　1026円
ガーリックシュリンププレート　1026円
グリルチキンサンド　950円
ハワイアンチャウメン  972円",178,変更
5/8/2020 20:44:22,新規登録,洋光台バル　Amu,磯子区,洋光台3-23-32,,35.38322,139.596801,"35.383220,139.596801",458353251,洋光台,テイクアウトは17時?20時（それ以外の時間は応相談）,火曜日,https://amu-2014.com,https://www.instagram.com/yokodai.amu_newaccount/,洋食,はい,いいえ,,"6年前の開店時よりオードブルやテイクアウトをやってます。
都内レストランで料理長やっていた店主が腕をふるって、
たくさんの方にご利用いただいています。
詳しくはホームページ等をご覧ください。
ご不明な点はお電話にて承ります。",おまかせオードブル32cm6マス,4400,おまかせオードブル38cm6マス,6600,,,,560,
5/6/2020 15:17:09,新規登録,海鮮屋　だるま商店　杉田店,磯子区,杉田１丁目１９?１０,,35.383984,139.616776,"35.383984,139.616776",453678408,杉田駅,17：00～20：00,不定休,https://r.goope.jp/darumasuisan,https://www.instagram.com/seafood_daruma_sugita/,寿司、海鮮丼、焼鳥、唐揚げ等,はい,いいえ,,"TAKEOUT再開させていただきました。
京急杉田駅より徒歩1分、お仕事帰りにお持ち帰りいただけます。
お電話にてお時間をご指定いただければ、お待たせすることなくご用意させていただきます。
その他メニューもご予算に応じてご提供させていただきます。
お気軽にお電話にてお問合せください。? 045-367-8408",海鮮丼,842,バラちらし丼,788,刺身盛合せ　1人前,1382,焼鳥盛合せ　5本　670円　等,493,
5/8/2020 12:18:38,新規登録,にこにこ弁当（ヒカリフーズ）,港南区,野庭町951,,35.389084,139.576887,"35.389084,139.576887",458421552,港南台駅、上永谷駅、上大岡駅、,テイクアウトは11時～15時（日曜祝日は除く）,日曜日,https://goo.gl/maps/fTnPJc8MJsnW49Yz9,,お弁当,はい,いいえ,,"テイクアウト弁当は、お魚メイン・お肉メインの２種類をご用意！
新鮮な魚の味をそのまま活かしたおかずは絶品。お肉はボリュームたっぷりです！
朝、市場で仕入れた魚のお刺身やお惣菜も店頭にて販売しています。
ぜひ一度お越しください(^▽^)/",A　お魚弁当,500,B　お肉弁当,500,魚のカマ焼き,300,,549,
4/24/2020 19:20:16,新規登録,寿司・鰻・天婦羅～奴～,磯子区,森3-3-17,森町分譲共同ビル1F,35.394329,139.614789,"35.394329, 139.614789",457535333,屏風浦駅,デリバリーは19時30分まで、ランチタイム専用メニューは平日のみ(11時～14時30分),定休日なし,https://www.yakko-zushi.co.jp,,和食,はい,はい,ランチ専用メニューのみ、１配達200円(税別)かかります,40年以上続けてきた地元の味を是非ご賞味下さい。デリバリー範囲は磯子区内はどこでもご利用頂けます。磯子区外は店との距離が近い場合もありますので、ご相談下さい。,ばらちらし,2100,うな重(松),3200,うなぎの半蒲焼き(テイクアウト限定),1000,大海老天重、1700円他多数ご利用頂けます。,142,
5/1/2020 7:00:36,新規登録,トリゴコロ,港南区,丸山台1-13-1,ラポルト上永谷1F,35.3982421,139.575008,"35.3982421,139.575008",458447575,上永谷駅,月~金曜11:00~19:00　土曜11:00~15:00,日曜日,https://torigocoro.owst.jp/,https://twitter.com/torigokoro,お弁当,はい,はい,南区・港南区・栄区の会社様やお店様等事業所限定。1食につきプラス20円。,"当店は、こんなご時世だからこそ、安心・安全・ヘルシーで健康的な、管理栄養士が考えた日替わり弁当(380円～)のテイクアウトをスタートしました。
他にも、横浜市の揚げ物の大会で一位になった「黒からあげ」のお弁当や、からあげの単品販売もしておりますので、機会があればぜひよろしくお願い致します！",ヘルシー日替わり弁当,380,デラックス日替わり弁当,480,黒からあげ弁当,550,,315,
5/6/2020 18:25:42,新規登録,古屋,港南区,野庭町278,,35.398462,139.573265,"35.398462, 139.573265",458466077,横浜市営地下鉄　上永谷駅,1品につき折箱代50円(税別)をいただきます。一部お持ち帰りいただけないメニューがございます。,水曜日,,https://www.facebook.com/orenoryouri.orenoaji.furuya,和食,はい,いいえ,,2018年開店、俺の料理　俺の味「古屋」です。すし職人の店主が握る鮨はもちろん、天ぷらや鯵フライ、煮物などの一品料理にも自信があります！皆様のご来店をお待ちしております。,特上鮨,1382,天丼,950,海鮮丼,1166,"上鮨1,166円、まぐろ鮨842円、鉄火丼842円、海老天丼1,166円、鯵の蒲焼丼842円、まぐろソテー丼842円",501,
4/22/2020 16:48:39,新規登録,カラオケダイニング　ブラッサム,戸塚区,戸塚町4790-1,森ビル1階,35.4020389,139.5306768,"35.4020389, 139.5306768",,戸塚駅,"テイクアウト12時?20時(なくなり次第終了)
デリバリーは近日中にスタート。",日曜日,,,カレー,はい,はい,100,,トロトロ柔らか牛すじカレー,500,スパイスが効いた牛たんカレー,800,,,,31,
5/12/2020 11:57:46,新規登録,日本料理 温石,戸塚区,鳥が丘16-3,,35.415834,139.523086,"35.415834,139.523086",458810343,踊場,"仕出し料理（宅配）の配達は午前11時から午後6時まで。
ご注文はなるべく3日前までにお願いします。",水曜日,http://onseki.in.coocan.jp/wp/,,和食,いいえ,はい,無料です。,"横浜戸塚で創業80年、地域の皆様からご愛顧いただいております。

ご結納、新築祝、内祝（七五三、お節句）などのお祝い事。
ご法事、精進落としなどの法事、お茶席、その他のお集まりやご会合に。
仕出し料理や高級弁当をお届けいたします。

宅配は横浜市戸塚区、泉区、瀬谷区、旭区、栄区、保土ヶ谷区、港南区を中心に承っております（地域により一部お値段制限あり）
目的ご予算に応じて各種メニューを取り揃えています。

毎年10月からおせち料理のご予約も承っております。

ご注文は2名様以上でお願い致します。",四季弁当,2700,松花堂料理,3240,箱膳料理,5400,"上記以外にも各料理は目的ご予算により内容を調整いたします。

四季弁当（2700円?4320円）
松花堂料理（3240円?8100円）
箱膳料理（4320円～6480円）
大名膳料理（8640円?12960円）
上棟式用鯛折詰セット（4320円?5400円）
おせち料理（24000円・35000円）

詳しくはお電話いただくか、ホームページをご覧ください。
ぜひお気軽にご相談ください。",592,
5/5/2020 8:47:18,update,うどんの伊之助,南区,通町4?117,,35.42325,139.601692,"35.423250, 139.601692",457157587,市営地下鉄弘明寺,11時開店　18時30分までご注文受付いたしております。,水曜日,http://inosuke.main.jp,,丼,はい,いいえ,,テイクアウトどんぶりをお持ち帰り特別価格でご提供中です。皆様のご利用を心よりお待ちいたしております。,天丼,880,野菜天丼,550,玉子丼,550,,434,変更
4/24/2020 17:18:33,新規登録,おにぎり弁慶,南区,東蒔田町１０ー２,,35.4311638,139.6165038,"35.4311638, 139.6165038",457139080,横浜市営地下鉄　吉野町駅,テイクアウト　７:００?１８:００,月曜日,http://onigiri-benkei.com/,http://onigiri-benkei.com/,おにぎり,はい,はい,横浜市内１００００円以上のご注文のみで配達いたします。（無料）,"横浜で４０年の味。おにぎり専門店として営業してまいりました。
うまい米、うまい具材を、ひとつひとつ心を込めてむすんでおります。
店舗では、ご注文をいただいてからお作りしており、ほっこりあたたかいおむすびをお持ち帰りいただいております。",店内で焼いて、荒ほぐしにした紅鮭のおにぎり,180,横浜杉田の梅を当店で漬けています。杉田梅おにぎり,180,当店仕込みの味噌を使用　味噌大根おにぎり,170,具材の種類は、３０種類　玄米おにぎり　おこわおにぎりと豊富なラインナップでお待ちしております。,136,
5/4/2020 14:38:38,update,かに愛知屋,中区,伊勢佐木町7-156,愛知屋ビル,35.4377,139.6224,"35.4377, 139.6224",452514163,坂東橋　黄金町,デリバリーは前々日までのご注文です。テイクアウトは１２時～２０時までです。,不定休,http://www.kaniaichiya.com,,かに料理,はい,はい,ヤマト運輸の料金,創業　明治３５年　世界１のカニ料理をご堪能下さい。,中たらばかに足ゆで,11880,かに甲羅焼,2160,かに春巻き,2160,,395,変更
4/25/2020 2:35:45,新規登録,かばのおうどん 横浜元町本店,中区,山下町276-2,,35.439799,139.645061,"35.439799, 139.645061",456515480,石川町駅,テイクアウト・デリバリーともに11時?20時（臨時営業時間）,火曜日,https://kaba-oudon.com/,https://twitter.com/kabanooudon,そば・うどん,はい,はい,Uber EATSまたは出前館の規定によります,横浜おうどんを広めるべく挑戦中！コシの強い麺と作り置きしない天ぷら・串揚げで、新しい美味しさを発見できます。,肉汁おうどん,1080,うま辛チゲおうどん,1380,かしわ野菜天スペシャル,1440,"テイクアウトは店内商品のほとんどをお持ち帰り出来ます。
またこの表に記載のメニューはデリバリー料金となっており、テイクアウト料金＆店内料金とは異なります。",150,
5/8/2020 9:00:30,新規登録,インドダイニング　サティ―,中区,富士見町2-1,東亜ビル1階,35.439858,139.633038,"35.439858,139.633038",452618994,伊勢佐木町駅,デリバリー/テイクアウト共に11:00～22:00,定休日なし,https://tabelog.com/kanagawa/A1401/A140104/14030738/,,カレー,はい,はい,Uberをご確認下さい,当店のカレーは横浜NO1　お弁当ナン/ライス選べます,バターチキンカレーセット,1100,キーマカレーセット,1000,チキンカレーセット,1000,,541,
5/3/2020 21:45:06,update,Cafe Jack in the Box,瀬谷区,阿久和南4-12-6,じゃんぼ洗車センター敷地内,35.441697,139.50095,"35.441697, 139.500950",454425557,弥生台駅,平日11:00?20:00（L.O.19:30）,"土曜日, 日曜日",https://cafejb.com/,https://twitter.com/Cafe_Joren,ハンバーガー、オムライス、日替わり弁当,はい,いいえ,,"テイクアウトで、手作りハンバーガーやオムライス、日替わり弁当があります。旧
CafeJoren<https://cafejb.com>から移転いたしました。テラス席あり。セルフ洗車もできるじゃんぼ洗車センター阿久和店敷地内にあります。（かまくらみち沿い）よろしくお願いいたします。",手作りハン バーガー（ハ ンバーガー・ テリヤキチキ ン・ホットチ リチキン）,650,オムライス,800,日替わり弁当,700,,61,変更
5/8/2020 14:18:37,新規登録,東林,中区,山下町２２１,,35.441957,139.643886,"35.441957, 139.643886",452018255,石川町,11：30~19:30,"火曜日, 不定休",https://www.chinatown.or.jp/shop/%E6%9D%B1%E6%9E%97/,,中華,はい,いいえ,,"食材の持ち味を活かし体に優しい料理をお出ししています。　
メニューによってはお持ち帰りできないものもございますので
お気軽にお問い合わせください。
水曜日は14時までの営業となります。",,,,,,,,553,
4/22/2020 17:24:11,新規登録,スペインバスク料理ビオッツア,中区,長者町5-85,三共横浜ビル１F,35.44223,139.632266,"35.442230, 139.632266",453153393,伊勢佐木長者町駅,テイクアウトは月火曜日を除く12:00から20：00（受付時間11：30～19：30）,"月曜日, 火曜日",https://bihotza0453153393.wixsite.com/bihotza,https://www.facebook.com/jatetxea.bihotza/  ,洋食,はい,はい,"5,000円以上ご購入の方のみ。
店舗から自転車10分（1キロ圏内）300円、それ以上（車使用　500円から800円）","本場で修業したオーナーが作る横浜では唯一のバスク料理を中心としたレストランです。バスク風あさりご飯、イカのスミ煮、バスクチーズケーキなど本場仕込みのお料理が大好評です！　デリバリーは5,000円以上お買い上げいただいた方限定とさせていただきます。
配達にかかる時間によって送料300～800円頂いております。　詳しくは電話にてお気軽にご連絡ください。",イカのスミ煮,1404,あさりご飯(2人前）,3024,バスク風チーズケーキ,648,"＝お得なセットメニュー＝ 
★お食事セット　8100　(2～3人前) 
ピンチョス＋前菜＋魚介メイン＋お肉＋ご飯がセット。  

★お肉盛り合わせ　6,480（2～3人前） 
パテ、豚肉、牛肉、カモ肉、フライドポテトがセット。
 
★おつまみセット　５,400（2～3人前） 
ピンチョス、前菜などの盛り合わせ。 

＝アラカルト＝ 

☆前菜盛り合わせ　人数×972

 ☆生ハム、腸詰盛り合わせ　S864、M1620、L2700 

☆スペイン風オムレツ　486
 
☆スペインポテトサラダ（ロシアンサラダ）648

☆ポテトフライ　Wソース付き　648 

☆マイワシのマリネ　972 

☆スペイン風モツ煮込み　　972

☆ミートボールのアーモンド煮込み　　1296 

☆子羊の煮込み（チリンドロンソース)　1620 

☆白身魚のサルサベルデ　　　　　　　1512 

☆牛ほほ肉の赤ワイン煮込み　　2268

☆スペイン産ガリシア栗豚ローストポーク　フライドポテト付き　1728 

☆NZ産のオーガニックビーフローストビーフ　フライドポテト付き　2700 

☆エビとイカの炊き込みご飯　2人前/2808

☆キノコと鶏肉の炊き込みご飯　2人前/2592",35,
5/12/2020 18:03:59,新規登録,菜香新館,中区,山下町192,,35.4430991,139.6462115,"35.4430991,139.6462115",5031962794,元町・中華街駅、石川町駅,デリバリーとテイクアウト共に、受付時間は10:30?18:00、引取時間は11:30?18:30。,火曜日,http://www.saikoh-shinkan.com/,https://www.facebook.com/saikoh.shinkan/,中華,はい,はい,自社デリバリーは配達料無料。料理宅配業者経由は各事業者の設定に準拠。,"飲茶から広東名菜まで中国料理の神髄を満喫できる広東料理店。
横浜中華街で30年以上愛され続けています。
自社デリバリーと横浜出前クラブは、中区、西区、南区の一部に配達可能。横浜ニューポートは、中区、西区、神奈川区の一部に配達可能です。",菜香ランチBOX（1～2名用）,2500,和牛角煮ご飯,1500,五目焼きそば,1000,「麻辣麻婆豆腐」「1000」「手作り点心2種セット（海老のウエハース巻揚げ2本＆干し貝柱入り焼売2個）」「990」「菜香点心BOX（2～3名用）」「4000」「菜香料理BOX（3～4名用）」「5000」「海老のマヨネーズ和え（8匹）」「1800」「海老のチリソース炒め」「1800」「さいまき海老の香港風オリーブ炒め」「1800」「菜香よだれ鶏（小）」「1300」,614,
4/23/2020 13:35:57,新規登録,SALONE2007,中区,山下町36-1,バーニーズニューヨーク横浜店B1F,35.443316,139.651021,"35.443316, 139.651021",456230113,元町・中華街,12:00～19:30（L.O）,定休日なし,http://www.salone2007.com/,https://www.instagram.com/salone2007yokohama/,洋食,はい,いいえ,,"始まりは2007年、横浜中華街の路地裏にオープンした20席の小さなリストランテ。2014 年に現在のバーニーズ ニューヨーク横浜店に移転。
パスタワールドチャンピオンシップで優勝した弓削啓太シェフと本場イタリアで修業した青木シェフがスキルを詰め込んだ魅力ある料理を展開しています。",ディナーセット（仔羊or豚肉、パスタアルフォルノ）,2160,【生パスタ】アニョロッティダルプリン（特製コンソメ付き）,1728,オーダーメイド（2名様～）,10800,"パスタソース3種2,160円/2種1,620円、【限定】手打ちパスタのラザーニャ1,620円",73,
4/22/2020 18:27:15,新規登録,AQUILA VOLANS(アクイラ・ウォランス),中区,山下町２０４－１,ダイワロイネットホテル横浜公園２Ｆ,35.443446,139.642075,"35.443446,139.642075",452644215,関内・石川町・日本大通り駅,平日11:30から売り切れるまで,日曜日,https://www.al-tair.co.jp,https://www.facebook.com/aquilavolans/,洋食,はい,はい,無料(店舗周辺エリア・要相談),"テーマは、『会社や家でも、楽しいランチ』
レストランは、生活の一部として、仕事や家庭で起こる色々な出来事の中で、美味しいものを食べて、笑いながら仲間や家族と話し、『さぁ～今日（明日）も頑張ろう』と思ってもらえる場所だと思ってます。
昨今の情勢の中で、
『楽しいはずのランチタイム・息抜きの為のランチタイム』
が、なかなか思うように出来ないという声を聞きます。
学校が休み…在宅勤務…自粛…仕事には来たけど外出禁止…
ストレスも溜まる！！息も抜けない！！たまには、母親も少し休みたい！！会社の中でも美味しくて楽しいランチにしたい！！
安心してください。
私達、例えレストランの外だとしても頑張ります。",シェフのおまかせ弁当,600,まかない弁当,600,ピッツァ・マルゲリータ,800,おすすめピッツァ(1000),41,
4/25/2020 18:32:16,新規登録,重慶飯店新館レストラン(ローズホテル横浜内1階),中区,山下町77番地,ローズホテル横浜内1階,35.444199,139.646959,"35.444199,139.646959",456816885,元町中華街駅（みなとみらい線）,11:30～14:00(ラストオーダー)、17:30～19:00(ラストオーダー),定休日なし,http://www.rosehotelyokohama.com/,https://ja-jp.facebook.com/Chungking.Jukeihanten/,中華,はい,いいえ,,"重慶飯店は、四川料理の老舗として1959年に創業。
本場の伝統を受け継いだ味わい深い本格四川料理をご堪能下さい。",麻婆豆腐,1404,エビのチリソース(干焼蝦仁),2808,五目入りチャーハン(什錦炒飯),1080,"エビの塩味炒め(2,808円)、エビのマヨネーズソース(2,808円)、エビの唐辛子炒め(2,808円)、ホタテの塩味炒め(3,456円)、ホタテのXO醤油炒め(3,456円)、モンゴイカの塩味炒め(2,376円)、モンゴイカのオイスターソース炒め(2,376円)、モンゴイカの唐辛子炒め(2,376円)、大海老・ホタテ・イカの塩味炒め(3,780円)、大海老・ホタテ・イカの唐辛子炒め(3,780円)、大海老・ホタテ・イカのXOソース炒め(3,780円)、鶏肉の唐辛子炒め(2,376円)、鶏肉のカシューナッツ炒め(2,376円)、黒酢 スブタ(2,268円)、豚バラ肉とキャベツの辛し味噌炒め(2,268円)、ザーサイと豚肉の細切り炒め(1,944円)、牛肉の細切りと三色ピーマンの炒め(2,592円)、牛肉と野菜の辛しニンニク炒め(2,592円)、五目うま煮(1,944円)、五目野菜の塩味炒め(1,728円)、五目野菜のオイスターソース炒め(1,728円)、五目野菜のニンニク炒め(1,728円)、茄子と挽き肉のニンニク辛し煮(1,728円)、海老と鶏肉入りXO醤チャーハン(1,188円)、蟹肉入りチャーハン(1,296円)、特製醤油風味 焼きそば(1,080円)、五目入り焼きビーフン(1,296円)",165,
4/26/2020 11:57:25,新規登録,焼肉BEEFMAN横浜関内店,中区,相生町2-31,相生町中央ビルＢ１,35.4465873,139.6384517,"35.4465873,139.6384517",459002990,関内駅,デリバリー10時～20時、テイクアウト10時～20時,定休日なし,http://yokohamabay-beefman.com,https://www.facebook.com/yokohama.beefman.ykn/,焼肉,はい,はい,基本ウーバーイーツによる配達となります。,"JR関内駅北口より徒歩5分
厳選された最高級の神戸BEEFを兵庫県川岸牧場より直送していただいております。
焼肉BEEFMANでは、お電話1本でご希望のお時間にお渡しできるようお持ち帰りの
メニューをご用意しております。
また、UberEatsによる、デリバリーも行っております。UberEatsのアプリ、または
WebのUberEatsサイトで【ビーフマン横浜】で検索してください！",神戸牛焼肉弁当,1595,神戸牛極上カルビ弁当,2750,神戸牛ビーフマンカレー弁当,1320,,183,
4/28/2020 17:09:32,新規登録,和食居酒屋花まる,中区,太田町２－３２－１,ビラアペックス1階,35.44731734,139.6385787,"35.44731733603356,139.6385787330012",456635778,JR関内駅、みなとみらい線馬車道駅,11時から19時まで,日曜日,https://hanamaru-870.gorp.jp/,https://amebro.jp/kannai-hanamaru/,和食,はい,はい,500ｍ圏内は無料です。現在エリア拡大を予定中です！！,"21歳の8年前からこのお店に入店。4年前に店舗を買い取り独立。
ぼくの師匠はお客様です！旬のものはもちろん神奈川地魚と十勝牛を中心と
したメニューです。現在は刺身は使えないテイクアウトですが
手づくりのお惣菜やお弁当、そして得意のおつまみたちで皆様な食卓を
豊かにしていきたいです！
想像もしなかった事態ですが、このようなテイクアウトでまた新しい挑戦が
できることを本当に楽しんでいます！ぜひよろしくお願いします！",免疫力アップ　豆富ハンバーグとサバ竜田弁当,900,豚キム炒めとガーリック唐揚げ弁当,900,選べるおつまみ盛り会わせ,1280,十勝牛すじ煮込み　600,266,
4/28/2020 14:58:11,新規登録,鳥芳,中区,野毛町1-24,,35.4476743,139.6305271,"35.4476743,139.6305271",452315642,桜木町,テイクアウトは16時～閉店時間まで。閉店時間が変更する事もありますので、お電話にてご確認をお願いします。,月曜日,https://tabelog.com/kanagawa/A1401/A140102/14000545/,,焼鳥,はい,いいえ,,"創業60年の老舗焼鳥・串焼き屋です。
皆様がお家でも焼鳥を楽しんでいただけるよう今回特別にテイクアウトをやらせていただきます！
テイクアウト5％OFF",串焼き盛合せ5本,900,串焼き盛合せ10本　５種×2,1800,,,,258,
4/27/2020 17:21:09,新規登録,Passage d’or,中区,北仲通2-20,KCK馬車道ビル1階,35.448907,139.6398917,"35.4489070, 139.6398917",452985641,馬車道・日本大通り,"テイクアウト
11:30?14:00
月曜日
火曜日
水曜日
木曜日
金曜日
土曜日

17:00?19:00
火曜日
水曜日
木曜日
金曜日","日曜日, 不定休",,https://instagram.com/passage.dor2018?igshid=16efwqt9xuddz,洋食がメインですが、手作りパンや様々やっています。,はい,いいえ,,"当店では洋食をメインでやっています！
人気メニューは、キッシュやラザニア、オムライス
そして、“手作りパン”や”洋食お惣菜“など晩御飯や晩酌にいかがでしょうか？
横浜中央市場で 毎朝買い付けているので 新鮮です！
お子様向けのキッズセットもご用意しています。(※要予約)
1人前から販売可能です！
ご希望に合わせオードブルなどもお造り致します！！
コロナの影響もあり夜の営業はテイクアウトのみやっております。
是非お待ちしております。",キッシュ(1人前),400,日替わり 肉(例:ハンバーグ),760,オムライス,1000,"日替わり 魚(例:舌平目のムニエル)
790円",236,
4/23/2020 17:26:38,新規登録,花咲ブッチャーズストア,中区,花咲町2-69-6,末次ビル1F,35.449903,139.629535,"35.449903,139.629535",452503774,桜木町,テイクアウト：5月6日までは毎日ランチタイムのみ　11：30～15：00,定休日なし,https://tabelog.com/kanagawa/A1401/A140102/14065155/,https://www.instagram.com/hanasaki_butchers_store/?hl=ja,洋食,はい,はい,花咲町2丁目周辺のみお届けいたします。,肉塊ハンバーグや炭焼きステーキ等　お店で人気の商品をそのままお家でお召し上がりいただけます。　アルゼンチンＢＢＱの盛り合わせなどは夕食を彩ります！,ビーフ100％　肉塊ハンバーグ＆ライス,1000,牛ランプステーキ＆ライス,1200,ジャークチキン＆ライス,900,"ポークポルケッタ＆ライス　900
ステーキオムライス　1000
炭焼きステーキカレー　1,000
ジンジャーポークカレー　900
角煮カレー　1,000
牛すじ煮込みカレー　1,000
フライドチキンカレー　900",95,
4/28/2020 14:19:55,新規登録,一鳥二炭,中区,花咲町2-68-4,,35.4501499,139.6296088,"35.4501499,139.6296088",453410813,桜木町,テイクアウトは17時～閉店時間まで。営業時間が変わることもありますので、お電話にて確認をお願いします。,月曜日,,,焼鳥,はい,いいえ,,"毎日仕入れた美桜鶏を1本、1本串うちし、丹念に炭火で焼き上げた焼鳥は絶品です。
焼鳥以外もメニューもテイクアウト可能です！
テイクアウトは5％OFFになります。",お任せ串5本,864,やきとり丼,724,炭火炙りチャーシュー丼,778,"・レバー　　184
・皮　　　　162
・砂肝　　　173
・縁側　　　173
・ぼんじり　184
・なんこつ　205
・せせり　　205
・ねぎ間　　205
・手羽先　　216
・ささみ　　238
・つくね　　216
・丸ハツ　　216
・はつ元　　216
・白レバー　270

・シロ　　　162
・かしら　　205
・豚ねぎ　　238
・きつね巻　194
・アスパラ巻216
・トマト巻　216
・おもち巻　238
・椎茸　　　194
・ししとう　184
・銀杏　　　216
・いかだ　　205",252,
